Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Income of economic families in 2015,  Median total income of couple economic families with children in 2015 ($),,,x,,...,,...,113465,,,...,,...
Income of economic families in 2015,  Median after-tax income of couple economic families with children in 2015 ($),,,x,,...,,...,96608,,,...,,...
Income of economic families in 2015,  Average family size of couple economic families with children,,,x,,...,,...,4,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data,,,x,,...,,...,1481410,,,...,,...
Income of economic families in 2015,  Median total income of lone-parent economic families in 2015 ($),,,x,,...,,...,53193,,,...,,...
Income of economic families in 2015,  Median after-tax income of lone-parent economic families in 2015 ($),,,x,,...,,...,48856,,,...,,...
Income of economic families in 2015,  Average family size of lone-parent economic families,,,x,,...,,...,2.7,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for economic families in private households - 25% sample data,38,,x,,...,,...,9689855,,,...,,...
Income of economic families in 2015,  Average total income of economic families in 2015 ($),,,x,,...,,...,111235,,,...,,...
Income of economic families in 2015,  Average after-tax income of economic families in 2015 ($),,,x,,...,,...,91040,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,,,x,,...,,...,3706400,,,...,,...
Income of economic families in 2015,  Average total income of couple economic families without children or other relatives in 2015 ($),,,x,,...,,...,101086,,,...,,...
Income of economic families in 2015,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),,,x,,...,,...,82296,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,,,x,,...,,...,4225855,,,...,,...
Income of economic families in 2015,  Average total income of couple economic families with children in 2015 ($),,,x,,...,,...,137094,,,...,,...
Income of economic families in 2015,  Average after-tax income of couple economic families with children in 2015 ($),,,x,,...,,...,111307,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,,,x,,...,,...,1477190,,,...,,...
Income of economic families in 2015,  Average total income of lone-parent economic families in 2015 ($),,,x,,...,,...,65549,,,...,,...
Income of economic families in 2015,  Average after-tax income of lone-parent economic families in 2015 ($),,,x,,...,,...,56687,,,...,,...
Income of economic families in 2015,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,21,,x,,x,,x,5313545,,2608845,,2704705,
Income of economic families in 2015,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),39,,x,,x,,x,31890,,34483,,29801,
Income of economic families in 2015,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),39,,x,,x,,x,28959,,30746,,27495,
Income of economic families in 2015,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,40,,x,,x,,x,5299050,,2596985,,2702070,
Income of economic families in 2015,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),41,,x,,x,,x,42939,,46085,,39915,
Income of economic families in 2015,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),41,,x,,x,,x,35801,,37724,,33952,
Income of economic families in 2015,Total - Economic family income decile group for the population in private households - 100% data,42,,x,,x,,x,34460065,,16971550,,17488515,
Income of economic families in 2015,  In the bottom half of the distribution,,,x,,x,,x,17229835,,8256970,,8972865,
Income of economic families in 2015,    In the bottom decile,,,x,,x,,x,3445950,,1672900,,1773050,
Income of economic families in 2015,    In the second decile,,,x,,x,,x,3445660,,1564965,,1880700,
Income of economic families in 2015,    In the third decile,,,x,,x,,x,3446165,,1641930,,1804235,
Income of economic families in 2015,    In the fourth decile,,,x,,x,,x,3445850,,1677120,,1768730,
Income of economic families in 2015,    In the fifth decile,,,x,,x,,x,3446210,,1700060,,1746150,
Income of economic families in 2015,  In the top half of the distribution,,,x,,x,,x,17230230,,8714580,,8515650,
Income of economic families in 2015,    In the sixth decile,,,x,,x,,x,3445695,,1716510,,1729185,
Income of economic families in 2015,    In the seventh decile,,,x,,x,,x,3446470,,1730975,,1715500,
Income of economic families in 2015,    In the eighth decile,,,x,,x,,x,3445940,,1741640,,1704300,
Income of economic families in 2015,    In the ninth decile,,,x,,x,,x,3446045,,1751850,,1694195,
Income of economic families in 2015,    In the top decile,,,x,,x,,x,3446080,,1773600,,1672475,
Low income in 2015,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,43,,x,,x,,x,33968295,,16724265,,17244035,
Low income in 2015,  0 to 17 years,,,x,,x,,x,6836380,,3504250,,3332125,
Low income in 2015,    0 to 5 years,,,x,,x,,x,2228770,,1142505,,1086270,
Low income in 2015,  18 to 64 years,,,x,,x,,x,21695090,,10690090,,11005005,
Low income in 2015,  65 years and over,,,x,,x,,x,5436830,,2529930,,2906905,
Low income in 2015,In low income based on the Low-income measure; after tax (LIM-AT),,,x,,x,,x,4809940,,2243200,,2566740,
Low income in 2015,  0 to 17 years,,,x,,x,,x,1163830,,597570,,566255,
Low income in 2015,    0 to 5 years,,,x,,x,,x,396095,,203055,,193030,
Low income in 2015,  18 to 64 years,,,x,,x,,x,2855290,,1341590,,1513700,
Low income in 2015,  65 years and over,,,x,,x,,x,790825,,304040,,486780,
Low income in 2015,Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%),,,x,,x,,x,14.2,,13.4,,14.9,
Low income in 2015,  0 to 17 years (%),,,x,,x,,x,17,,17.1,,17,
Low income in 2015,    0 to 5 years (%),,,x,,x,,x,17.8,,17.8,,17.8,
Low income in 2015,  18 to 64 years (%),,,x,,x,,x,13.2,,12.5,,13.8,
Low income in 2015,  65 years and over (%),,,x,,x,,x,14.5,,12,,16.7,
Low income in 2015,In low income based on the Low-income cut-offs; after tax (LICO-AT),,,x,,x,,x,3128995,,1519370,,1609630,
Low income in 2015,  0 to 17 years,,,x,,x,,x,696025,,357255,,338770,
Low income in 2015,    0 to 5 years,,,x,,x,,x,236435,,121170,,115260,
Low income in 2015,  18 to 64 years,,,x,,x,,x,2157745,,1057585,,1100160,
Low income in 2015,  65 years and over,,,x,,x,,x,275225,,104525,,170695,
Low income in 2015,Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%),,,x,,x,,x,9.2,,9.1,,9.3,
Low income in 2015,  0 to 17 years (%),,,x,,x,,x,10.2,,10.2,,10.2,
Low income in 2015,    0 to 5 years (%),,,x,,x,,x,10.6,,10.6,,10.6,
Low income in 2015,  18 to 64 years (%),,,x,,x,,x,9.9,,9.9,,10,
Low income in 2015,  65 years and over (%),,,x,,x,,x,5.1,,4.1,,5.9,
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,44,,x,,x,,x,34460065,,16971575,,17488485,
Knowledge of languages,  Official languages,,,x,,x,,x,33818210,,16709290,,17108920,
Knowledge of languages,    English,,,x,,x,,x,29748265,,14806270,,14941995,
Knowledge of languages,    French,,,x,,x,,x,10242945,,4952455,,5290495,
Knowledge of languages,  Non-official languages,,,x,,x,,x,9369280,,4488185,,4881090,
Knowledge of languages,    Aboriginal languages,,,x,,x,,x,263845,,127550,,136295,
Knowledge of languages,      Algonquian languages,,,x,,x,,x,177570,,85505,,92065,
Knowledge of languages,        Blackfoot,,,x,,x,,x,5645,,2695,,2950,
Knowledge of languages,        Cree-Montagnais languages,,,x,,x,,x,116585,,56515,,60070,
Knowledge of languages,          Atikamekw,,,x,,x,,x,6640,,3335,,3305,
Knowledge of languages,          Montagnais (Innu),,,x,,x,,x,11440,,5500,,5945,
Knowledge of languages,          Moose Cree,,,x,,x,,x,195,,80,,115,
Knowledge of languages,          Naskapi,,,x,,x,,x,1465,,710,,755,
Knowledge of languages,          Northern East Cree,,,x,,x,,x,545,,225,,320,
Knowledge of languages,          Plains Cree,,,x,,x,,x,5905,,2705,,3200,
Knowledge of languages,          Southern East Cree,,,x,,x,,x,40,,30,,10,
Knowledge of languages,          Swampy Cree,,,x,,x,,x,2345,,995,,1350,
Knowledge of languages,          Woods Cree,,,x,,x,,x,2665,,1230,,1435,
Knowledge of languages,          Cree; n.o.s.,,,x,,x,,x,86115,,42080,,44035,
Knowledge of languages,        Eastern Algonquian languages,,,x,,x,,x,9765,,4710,,5050,
Knowledge of languages,          Malecite,,,x,,x,,x,755,,370,,390,
Knowledge of languages,          Mi'kmaq,,,x,,x,,x,9025,,4350,,4670,
Knowledge of languages,        Ojibway-Potawatomi languages,,,x,,x,,x,46685,,22100,,24585,
Knowledge of languages,          Algonquin,,,x,,x,,x,2480,,1165,,1315,
Knowledge of languages,          Ojibway,,,x,,x,,x,28585,,13365,,15220,
Knowledge of languages,          Oji-Cree,,,x,,x,,x,15610,,7575,,8030,
Knowledge of languages,          Ottawa (Odawa),,,x,,x,,x,205,,105,,105,
Knowledge of languages,        Algonquian languages; n.i.e.,,,x,,x,,x,120,,60,,60,
Knowledge of languages,      Athabaskan languages,,,x,,x,,x,23655,,11340,,12320,
Knowledge of languages,        Northern Athabaskan languages,,,x,,x,,x,23570,,11300,,12265,
Knowledge of languages,          Babine (Wetsuwet'en),,,x,,x,,x,210,,105,,100,
Knowledge of languages,          Beaver,,,x,,x,,x,340,,180,,165,
Knowledge of languages,          Carrier,,,x,,x,,x,2105,,955,,1145,
Knowledge of languages,          Chilcotin,,,x,,x,,x,1150,,535,,610,
Knowledge of languages,          Dene,,,x,,x,,x,13060,,6270,,6790,
Knowledge of languages,          Dogrib (Tlicho),,,x,,x,,x,2375,,1210,,1165,
Knowledge of languages,          Gwich'in,,,x,,x,,x,360,,165,,200,
Knowledge of languages,          Sarsi (Sarcee),,,x,,x,,x,150,,60,,90,
Knowledge of languages,          Sekani,,,x,,x,,x,185,,85,,100,
Knowledge of languages,          Slavey-Hare languages,,,x,,x,,x,2815,,1340,,1475,
Knowledge of languages,            North Slavey (Hare),,,x,,x,,x,1010,,475,,530,
Knowledge of languages,            South Slavey,,,x,,x,,x,1365,,660,,710,
Knowledge of languages,            Slavey; n.o.s.,,,x,,x,,x,680,,320,,360,
Knowledge of languages,          Tahltan languages,,,x,,x,,x,630,,340,,285,
Knowledge of languages,            Kaska (Nahani),,,x,,x,,x,365,,205,,170,
Knowledge of languages,            Tahltan,,,x,,x,,x,270,,140,,130,
Knowledge of languages,          Tutchone languages,,,x,,x,,x,420,,160,,260,
Knowledge of languages,            Northern Tutchone,,,x,,x,,x,285,,115,,170,
Knowledge of languages,            Southern Tutchone,,,x,,x,,x,145,,50,,95,
Knowledge of languages,        Athabaskan languages; n.i.e.,,,x,,x,,x,85,,35,,50,
Knowledge of languages,      Haida,,,x,,x,,x,465,,205,,260,
Knowledge of languages,      Inuit languages,,,x,,x,,x,42980,,21355,,21630,
Knowledge of languages,        Inuinnaqtun (Inuvialuktun),,,x,,x,,x,1975,,895,,1080,
Knowledge of languages,        Inuktitut,,,x,,x,,x,40620,,20280,,20340,
Knowledge of languages,        Inuit languages; n.i.e.,,,x,,x,,x,470,,225,,240,
Knowledge of languages,      Iroquoian languages,,,x,,x,,x,2800,,1240,,1555,
Knowledge of languages,        Cayuga,,,x,,x,,x,125,,40,,85,
Knowledge of languages,        Mohawk,,,x,,x,,x,2415,,1120,,1295,
Knowledge of languages,        Oneida,,,x,,x,,x,180,,60,,125,
Knowledge of languages,        Iroquoian languages; n.i.e.,,,x,,x,,x,115,,45,,75,
Knowledge of languages,      Kutenai,,,x,,x,,x,175,,95,,80,
Knowledge of languages,      Michif,,,x,,x,,x,1210,,585,,625,
Knowledge of languages,      Salish languages,,,x,,x,,x,5750,,2730,,3015,
Knowledge of languages,        Comox,,,x,,x,,x,185,,75,,110,
Knowledge of languages,        Halkomelem,,,x,,x,,x,1060,,475,,585,
Knowledge of languages,        Lillooet,,,x,,x,,x,790,,405,,385,
Knowledge of languages,        Okanagan,,,x,,x,,x,820,,370,,450,
Knowledge of languages,        Shuswap (Secwepemctsin),,,x,,x,,x,1305,,640,,665,
Knowledge of languages,        Squamish,,,x,,x,,x,285,,125,,155,
Knowledge of languages,        Straits,,,x,,x,,x,360,,160,,200,
Knowledge of languages,        Thompson (Ntlakapamux),,,x,,x,,x,450,,220,,235,
Knowledge of languages,        Salish languages; n.i.e.,,,x,,x,,x,565,,295,,270,
Knowledge of languages,      Siouan languages,,,x,,x,,x,5430,,2665,,2770,
Knowledge of languages,        Dakota,,,x,,x,,x,1760,,870,,890,
Knowledge of languages,        Stoney,,,x,,x,,x,3675,,1805,,1875,
Knowledge of languages,        Siouan languages; n.i.e.,,,x,,x,,x,140,,70,,70,
Knowledge of languages,      Tlingit,,,x,,x,,x,260,,140,,120,
Knowledge of languages,      Tsimshian languages,,,x,,x,,x,2730,,1350,,1380,
Knowledge of languages,        Gitxsan (Gitksan),,,x,,x,,x,1305,,645,,660,
Knowledge of languages,        Nisga'a,,,x,,x,,x,1060,,545,,515,
Knowledge of languages,        Tsimshian,,,x,,x,,x,410,,180,,235,
Knowledge of languages,      Wakashan languages,,,x,,x,,x,1490,,680,,805,
Knowledge of languages,        Haisla,,,x,,x,,x,175,,65,,110,
Knowledge of languages,        Heiltsuk,,,x,,x,,x,125,,50,,75,
Knowledge of languages,        Kwakiutl (Kwak'wala),,,x,,x,,x,605,,285,,320,
Knowledge of languages,        Nuu-chah-nulth (Nootka),,,x,,x,,x,565,,265,,300,
Knowledge of languages,        Wakashan languages; n.i.e.,,,x,,x,,x,30,,20,,10,
Knowledge of languages,      Aboriginal languages; n.o.s.,,,x,,x,,x,665,,310,,360,
Knowledge of languages,    Non-Aboriginal languages,,,x,,x,,x,9107075,,4361420,,4745660,
Knowledge of languages,      Afro-Asiatic languages,,,x,,x,,x,837355,,432560,,404795,
Knowledge of languages,        Berber languages,,,x,,x,,x,29460,,15745,,13715,
Knowledge of languages,          Kabyle,,,x,,x,,x,17120,,9100,,8015,
Knowledge of languages,          Berber languages; n.i.e.,,,x,,x,,x,12505,,6735,,5775,
Knowledge of languages,        Cushitic languages,,,x,,x,,x,57125,,26870,,30250,
Knowledge of languages,          Bilen,,,x,,x,,x,1085,,625,,470,
Knowledge of languages,          Oromo,,,x,,x,,x,6245,,3070,,3175,
Knowledge of languages,          Somali,,,x,,x,,x,49665,,23070,,26590,
Knowledge of languages,          Cushitic languages; n.i.e.,,,x,,x,,x,480,,220,,265,
Knowledge of languages,        Semitic languages,,,x,,x,,x,771130,,400780,,370350,
Knowledge of languages,          Amharic,,,x,,x,,x,33670,,16675,,16995,
Knowledge of languages,          Arabic,,,x,,x,,x,629055,,329235,,299820,
Knowledge of languages,          Assyrian Neo-Aramaic,,,x,,x,,x,19745,,9720,,10020,
Knowledge of languages,          Chaldean Neo-Aramaic,,,x,,x,,x,7115,,3505,,3610,
Knowledge of languages,          Harari,,,x,,x,,x,1710,,855,,860,
Knowledge of languages,          Hebrew,,,x,,x,,x,75020,,38730,,36290,
Knowledge of languages,          Maltese,,,x,,x,,x,7625,,3760,,3870,
Knowledge of languages,          Tigrigna,,,x,,x,,x,21340,,10640,,10705,
Knowledge of languages,          Semitic languages; n.i.e.,,,x,,x,,x,3220,,1655,,1565,
Knowledge of languages,        Afro-Asiatic languages; n.i.e.,,,x,,x,,x,2775,,1440,,1335,
Knowledge of languages,      Austro-Asiatic languages,,,x,,x,,x,224865,,105845,,119020,
Knowledge of languages,        Khmer (Cambodian),,,x,,x,,x,27035,,12640,,14400,
Knowledge of languages,        Vietnamese,,,x,,x,,x,198895,,93735,,105155,
Knowledge of languages,        Austro-Asiatic languages; n.i.e.,,,x,,x,,x,190,,70,,120,
Knowledge of languages,      Austronesian languages,,,x,,x,,x,656200,,273075,,383125,
Knowledge of languages,        Bikol,,,x,,x,,x,2075,,885,,1190,
Knowledge of languages,        Cebuano,,,x,,x,,x,27045,,10960,,16085,
Knowledge of languages,        Fijian,,,x,,x,,x,1660,,955,,705,
Knowledge of languages,        Hiligaynon,,,x,,x,,x,7925,,3200,,4720,
Knowledge of languages,        Ilocano,,,x,,x,,x,34530,,13805,,20730,
Knowledge of languages,        Malagasy,,,x,,x,,x,2335,,1120,,1220,
Knowledge of languages,        Malay,,,x,,x,,x,22470,,10370,,12100,
Knowledge of languages,        Pampangan (Kapampangan; Pampango),,,x,,x,,x,5425,,2445,,2980,
Knowledge of languages,        Pangasinan,,,x,,x,,x,1800,,790,,1015,
Knowledge of languages,        Tagalog (Pilipino; Filipino),,,x,,x,,x,612735,,253210,,359530,
Knowledge of languages,        Waray-Waray,,,x,,x,,x,1395,,530,,860,
Knowledge of languages,        Austronesian languages; n.i.e.,,,x,,x,,x,5585,,2540,,3040,
Knowledge of languages,      Creole languages,,,x,,x,,x,155615,,70545,,85070,
Knowledge of languages,        Haitian Creole,,,x,,x,,x,6850,,3140,,3710,
Knowledge of languages,        Creole; n.o.s.,,,x,,x,,x,133045,,59890,,73160,
Knowledge of languages,        Creole languages; n.i.e.,,,x,,x,,x,16635,,7955,,8675,
Knowledge of languages,      Dravidian languages,,,x,,x,,x,250180,,126220,,123960,
Knowledge of languages,        Kannada,,,x,,x,,x,8245,,4180,,4065,
Knowledge of languages,        Malayalam,,,x,,x,,x,37810,,19410,,18400,
Knowledge of languages,        Tamil,,,x,,x,,x,189860,,94640,,95220,
Knowledge of languages,        Telugu,,,x,,x,,x,23160,,12770,,10390,
Knowledge of languages,        Dravidian languages; n.i.e.,,,x,,x,,x,790,,385,,405,
Knowledge of languages,      Hmong-Mien languages,,,x,,x,,x,870,,435,,435,
Knowledge of languages,      Indo-European languages,,,x,,x,,x,5158010,,2506455,,2651555,
Knowledge of languages,        Albanian,,,x,,x,,x,31930,,16140,,15790,
Knowledge of languages,        Armenian,,,x,,x,,x,41295,,19980,,21315,
Knowledge of languages,        Balto-Slavic languages,,,x,,x,,x,817315,,384960,,432350,
Knowledge of languages,          Baltic languages,,,x,,x,,x,14675,,6470,,8205,
Knowledge of languages,            Latvian,,,x,,x,,x,6500,,2960,,3540,
Knowledge of languages,            Lithuanian,,,x,,x,,x,8185,,3510,,4675,
Knowledge of languages,          Slavic languages,,,x,,x,,x,805915,,379965,,425945,
Knowledge of languages,            Belarusan,,,x,,x,,x,2265,,1070,,1195,
Knowledge of languages,            Bosnian,,,x,,x,,x,18265,,9055,,9215,
Knowledge of languages,            Bulgarian,,,x,,x,,x,22425,,10920,,11505,
Knowledge of languages,            Croatian,,,x,,x,,x,69840,,34515,,35325,
Knowledge of languages,            Czech,,,x,,x,,x,28720,,13675,,15050,
Knowledge of languages,            Macedonian,,,x,,x,,x,23075,,11190,,11880,
Knowledge of languages,            Polish,,,x,,x,,x,214965,,99365,,115600,
Knowledge of languages,            Russian,,,x,,x,,x,269645,,127055,,142595,
Knowledge of languages,            Serbian,,,x,,x,,x,73775,,37040,,36740,
Knowledge of languages,            Serbo-Croatian,,,x,,x,,x,11275,,5525,,5750,
Knowledge of languages,            Slovak,,,x,,x,,x,21470,,10215,,11255,
Knowledge of languages,            Slovene (Slovenian),,,x,,x,,x,11495,,5205,,6290,
Knowledge of languages,            Ukrainian,,,x,,x,,x,132115,,58820,,73300,
Knowledge of languages,            Slavic languages; n.i.e.,,,x,,x,,x,3000,,1590,,1405,
Knowledge of languages,        Celtic languages,,,x,,x,,x,9165,,4705,,4455,
Knowledge of languages,          Scottish Gaelic,,,x,,x,,x,3980,,2010,,1975,
Knowledge of languages,          Welsh,,,x,,x,,x,1690,,830,,860,
Knowledge of languages,          Celtic languages; n.i.e.,,,x,,x,,x,3590,,1915,,1680,
Knowledge of languages,        Germanic languages,,,x,,x,,x,695535,,337215,,358320,
Knowledge of languages,          Afrikaans,,,x,,x,,x,23410,,11795,,11610,
Knowledge of languages,          Danish,,,x,,x,,x,15745,,7320,,8425,
Knowledge of languages,          Dutch,,,x,,x,,x,120865,,57885,,62990,
Knowledge of languages,          Frisian,,,x,,x,,x,2910,,1515,,1395,
Knowledge of languages,          German,,,x,,x,,x,502730,,245745,,256985,
Knowledge of languages,          Icelandic,,,x,,x,,x,1780,,830,,945,
Knowledge of languages,          Norwegian,,,x,,x,,x,8120,,3860,,4260,
Knowledge of languages,          Swedish,,,x,,x,,x,14140,,6510,,7635,
Knowledge of languages,          Vlaams (Flemish),,,x,,x,,x,4400,,1945,,2455,
Knowledge of languages,          Yiddish,,,x,,x,,x,20985,,10435,,10550,
Knowledge of languages,          Germanic languages; n.i.e.,,,x,,x,,x,8710,,4425,,4285,
Knowledge of languages,        Greek,,,x,,x,,x,150965,,75510,,75455,
Knowledge of languages,        Indo-Iranian languages,,,x,,x,,x,1658220,,840850,,817365,
Knowledge of languages,          Indo-Aryan languages,,,x,,x,,x,1387805,,704370,,683435,
Knowledge of languages,            Bengali,,,x,,x,,x,91220,,46935,,44285,
Knowledge of languages,            Gujarati,,,x,,x,,x,149045,,74765,,74285,
Knowledge of languages,            Hindi,,,x,,x,,x,433365,,221665,,211700,
Knowledge of languages,            Kashmiri,,,x,,x,,x,905,,490,,420,
Knowledge of languages,            Konkani,,,x,,x,,x,6790,,3185,,3605,
Knowledge of languages,            Marathi,,,x,,x,,x,15570,,8200,,7365,
Knowledge of languages,            Nepali,,,x,,x,,x,21380,,10915,,10470,
Knowledge of languages,            Oriya (Odia),,,x,,x,,x,1535,,755,,775,
Knowledge of languages,            Punjabi (Panjabi),,,x,,x,,x,668240,,341450,,326790,
Knowledge of languages,            Sindhi,,,x,,x,,x,20260,,9310,,10945,
Knowledge of languages,            Sinhala (Sinhalese),,,x,,x,,x,27825,,13970,,13855,
Knowledge of languages,            Urdu,,,x,,x,,x,322220,,164685,,157535,
Knowledge of languages,          Iranian languages,,,x,,x,,x,281715,,142030,,139680,
Knowledge of languages,            Kurdish,,,x,,x,,x,15290,,8290,,7000,
Knowledge of languages,            Pashto,,,x,,x,,x,23180,,12465,,10715,
Knowledge of languages,            Persian (Farsi),,,x,,x,,x,252320,,126565,,125755,
Knowledge of languages,          Indo-Iranian languages; n.i.e.,,,x,,x,,x,8875,,4715,,4155,
Knowledge of languages,        Italic (Romance) languages,,,x,,x,,x,1897630,,898530,,999100,
Knowledge of languages,          Catalan,,,x,,x,,x,2035,,1145,,890,
Knowledge of languages,          Italian,,,x,,x,,x,574725,,278500,,296225,
Knowledge of languages,          Portuguese,,,x,,x,,x,295955,,144465,,151485,
Knowledge of languages,          Romanian,,,x,,x,,x,115050,,55275,,59770,
Knowledge of languages,          Spanish,,,x,,x,,x,995255,,460250,,535010,
Knowledge of languages,          Italic (Romance) languages; n.i.e.,,,x,,x,,x,2680,,1610,,1075,
Knowledge of languages,      Japanese,,,x,,x,,x,83090,,36760,,46335,
Knowledge of languages,      Kartvelian languages,,,x,,x,,x,2150,,1075,,1075,
Knowledge of languages,        Georgian,,,x,,x,,x,2150,,1080,,1070,
Knowledge of languages,      Korean,,,x,,x,,x,172755,,80170,,92590,
Knowledge of languages,      Mongolic languages,,,x,,x,,x,2090,,960,,1130,
Knowledge of languages,        Mongolian,,,x,,x,,x,2090,,960,,1130,
Knowledge of languages,      Niger-Congo languages,,,x,,x,,x,177215,,88135,,89080,
Knowledge of languages,        Akan (Twi),,,x,,x,,x,22145,,10810,,11340,
Knowledge of languages,        Bamanankan,,,x,,x,,x,3190,,1660,,1530,
Knowledge of languages,        Edo,,,x,,x,,x,3220,,1510,,1705,
Knowledge of languages,        Ewe,,,x,,x,,x,3000,,1685,,1315,
Knowledge of languages,        Fulah (Pular; Pulaar; Fulfulde),,,x,,x,,x,4725,,2460,,2260,
Knowledge of languages,        Ga,,,x,,x,,x,2250,,1140,,1110,
Knowledge of languages,        Ganda,,,x,,x,,x,2495,,1175,,1320,
Knowledge of languages,        Igbo,,,x,,x,,x,8850,,4710,,4140,
Knowledge of languages,        Lingala,,,x,,x,,x,17010,,7865,,9145,
Knowledge of languages,        Rundi (Kirundi),,,x,,x,,x,8590,,4075,,4515,
Knowledge of languages,        Kinyarwanda (Rwanda),,,x,,x,,x,7860,,3600,,4260,
Knowledge of languages,        Shona,,,x,,x,,x,5425,,2530,,2905,
Knowledge of languages,        Swahili,,,x,,x,,x,38680,,19565,,19115,
Knowledge of languages,        Wolof,,,x,,x,,x,8240,,4455,,3785,
Knowledge of languages,        Yoruba,,,x,,x,,x,22420,,11475,,10940,
Knowledge of languages,        Niger-Congo languages; n.i.e.,,,x,,x,,x,40760,,20375,,20385,
Knowledge of languages,      Nilo-Saharan languages,,,x,,x,,x,7015,,3520,,3495,
Knowledge of languages,        Dinka,,,x,,x,,x,2475,,1280,,1190,
Knowledge of languages,        Nilo-Saharan languages; n.i.e.,,,x,,x,,x,4555,,2240,,2315,
Knowledge of languages,      Sign languages,,,x,,x,,x,48115,,18985,,29130,
Knowledge of languages,        American Sign Language,,,x,,x,,x,21930,,7780,,14155,
Knowledge of languages,        Quebec Sign Language,,,x,,x,,x,4665,,1665,,3005,
Knowledge of languages,        Sign languages; n.i.e.,,,x,,x,,x,22275,,9835,,12440,
Knowledge of languages,      Sino-Tibetan languages,,,x,,x,,x,1430440,,672100,,758340,
Knowledge of languages,        Chinese languages,,,x,,x,,x,1413110,,663465,,749640,
Knowledge of languages,          Cantonese,,,x,,x,,x,699125,,325840,,373285,
Knowledge of languages,          Hakka,,,x,,x,,x,12445,,5555,,6890,
Knowledge of languages,          Mandarin,,,x,,x,,x,814450,,377635,,436815,
Knowledge of languages,          Min Dong,,,x,,x,,x,1045,,440,,600,
Knowledge of languages,          Min Nan (Chaochow; Teochow; Fukien; Taiwanese),,,x,,x,,x,42840,,19005,,23835,
Knowledge of languages,          Wu (Shanghainese),,,x,,x,,x,16530,,7490,,9040,
Knowledge of languages,          Chinese; n.o.s.,,,x,,x,,x,41690,,19995,,21690,
Knowledge of languages,          Chinese languages; n.i.e.,,,x,,x,,x,590,,250,,340,
Knowledge of languages,        Tibeto-Burman languages,,,x,,x,,x,18270,,9100,,9175,
Knowledge of languages,          Burmese,,,x,,x,,x,4995,,2490,,2500,
Knowledge of languages,          Karenic languages,,,x,,x,,x,4895,,2425,,2475,
Knowledge of languages,          Tibetan,,,x,,x,,x,7050,,3555,,3490,
Knowledge of languages,          Tibeto-Burman languages; n.i.e.,,,x,,x,,x,2375,,1160,,1220,
Knowledge of languages,      Tai-Kadai languages,,,x,,x,,x,30400,,13210,,17195,
Knowledge of languages,        Lao,,,x,,x,,x,17235,,8240,,8990,
Knowledge of languages,        Thai,,,x,,x,,x,15390,,5875,,9520,
Knowledge of languages,        Tai-Kadai languages; n.i.e.,,,x,,x,,x,115,,50,,65,
Knowledge of languages,      Turkic languages,,,x,,x,,x,60530,,31585,,28945,
Knowledge of languages,        Azerbaijani,,,x,,x,,x,5450,,2885,,2565,
Knowledge of languages,        Turkish,,,x,,x,,x,50775,,26605,,24165,
Knowledge of languages,        Uyghur,,,x,,x,,x,1385,,685,,700,
Knowledge of languages,        Uzbek,,,x,,x,,x,2465,,1230,,1235,
Knowledge of languages,        Turkic languages; n.i.e.,,,x,,x,,x,1870,,905,,965,
Knowledge of languages,      Uralic languages,,,x,,x,,x,94810,,44270,,50545,
Knowledge of languages,        Estonian,,,x,,x,,x,6070,,2750,,3315,
Knowledge of languages,        Finnish,,,x,,x,,x,17595,,7540,,10050,
Knowledge of languages,        Hungarian,,,x,,x,,x,71285,,34005,,37280,
Knowledge of languages,        Uralic languages; n.i.e.,,,x,,x,,x,25,,10,,10,
Knowledge of languages,      Other languages; n.i.e.,,,x,,x,,x,9730,,5375,,4355,
Citizenship,Total - Citizenship for the population in private households - 25% sample data,45,,x,,x,,x,34460065,,16971580,,17488490,
Citizenship,  Canadian citizens,46,,x,,x,,x,32034590,,15799495,,16235090,
Citizenship,    Canadian citizens aged under 18,,,x,,x,,x,6652795,,3412785,,3240010,
Citizenship,    Canadian citizens aged 18 and over,,,x,,x,,x,25381795,,12386710,,12995080,
Citizenship,  Not Canadian citizens,47,,x,,x,,x,2425480,,1172085,,1253400,
